"gid","fls_link","year","tour","date","venue","city","country","played_with","attendance","sound_quality","latitude","longitude"
"lawrence-ks-usa-61190","<a href='https://www.dischord.com/fugazi_live_series/lawrence-ks-usa-61190' target='_blank'>lawrence-ks-usa-61190</a>",1990,"1990 Spring/Summer USA Tour",1990-06-11,"Outhouse","Lawrence","USA","Joe Worker",700,"Good",38.9562235,-95.163101
"lawrence-ks-usa-61190","<a href='https://www.dischord.com/fugazi_live_series/lawrence-ks-usa-61190' target='_blank'>lawrence-ks-usa-61190</a>",1990,"1990 Spring/Summer USA Tour",1990-06-11,"Outhouse","Lawrence","USA","Sin City Disciples",700,"Good",38.9562235,-95.163101
"leeds-england-103102","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-103102' target='_blank'>leeds-england-103102</a>",2002,"2002 Fall UK/Ireland Tour",2002-10-31,"Metropolitan University","Leeds","England","The Unit Ama",1619,"Excellent",53.8039545,-1.54796
"leeds-england-112089","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-112089' target='_blank'>leeds-england-112089</a>",1989,"1989 Fall European Tour",1989-11-20,"Leeds Polytechnic","Leeds","England","Chumbawamba",1000,"Good",53.8039545,-1.54796
"leeds-england-112089","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-112089' target='_blank'>leeds-england-112089</a>",1989,"1989 Fall European Tour",1989-11-20,"Leeds Polytechnic","Leeds","England","Thatcher on Acid",1000,"Good",53.8039545,-1.54796
"leeds-england-113088","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-113088' target='_blank'>leeds-england-113088</a>",1988,"1988 Fall European Tour",1988-11-30,"Duchess of York","Leeds","England","Joyce McKinney Experience",199,"Very Good",53.7985279,-1.540123
"leeds-england-113088","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-113088' target='_blank'>leeds-england-113088</a>",1988,"1988 Fall European Tour",1988-11-30,"Duchess of York","Leeds","England","Karma Sutra",199,"Very Good",53.7985279,-1.540123
"leeds-england-42999","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-42999' target='_blank'>leeds-england-42999</a>",1999,"1999 Spring UK/Ireland Tour",1999-04-29,"Metro University","Leeds","England","Hood",950,"Good",53.8039545,-1.54796
"leeds-england-42999","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-42999' target='_blank'>leeds-england-42999</a>",1999,"1999 Spring UK/Ireland Tour",1999-04-29,"Metro University","Leeds","England","Pylon",950,"Good",53.8039545,-1.54796
"leeds-england-51595","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-51595' target='_blank'>leeds-england-51595</a>",1995,"1995 Spring/Summer European Tour",1995-05-15,"Metropolitan University","Leeds","England","Half Nelson",1000,"Very Good",53.8039545,-1.54796
"leeds-england-51595","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-51595' target='_blank'>leeds-england-51595</a>",1995,"1995 Spring/Summer European Tour",1995-05-15,"Metropolitan University","Leeds","England","Slant 6",1000,"Very Good",53.8039545,-1.54796
"leeds-england-91290","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-91290' target='_blank'>leeds-england-91290</a>",1990,"1990 Fall European Tour",1990-09-12,"Irish Centre","Leeds","England","Nerverack",700,"Good",53.7972789,-1.515735
"leeds-england-91290","<a href='https://www.dischord.com/fugazi_live_series/leeds-england-91290' target='_blank'>leeds-england-91290</a>",1990,"1990 Fall European Tour",1990-09-12,"Irish Centre","Leeds","England","Slum Turkeys",700,"Good",53.7972789,-1.515735
"leipzig-germany-92299","<a href='https://www.dischord.com/fugazi_live_series/leipzig-germany-92299' target='_blank'>leipzig-germany-92299</a>",1999,"1999 Fall European Tour",1999-09-22,"Conne Island","Leipzig","Germany","Bollo",921,"Good",51.3022439,12.374446
"leipzig-germany-92299","<a href='https://www.dischord.com/fugazi_live_series/leipzig-germany-92299' target='_blank'>leipzig-germany-92299</a>",1999,"1999 Fall European Tour",1999-09-22,"Conne Island","Leipzig","Germany","Something Like Elvis",921,"Good",51.3022439,12.374446
"leonardtown-md-usa-70288","<a href='https://www.dischord.com/fugazi_live_series/leonardtown-md-usa-70288' target='_blank'>leonardtown-md-usa-70288</a>",1988,"1988 Summer/Fall Regional Dates",1988-07-02,"St. Mary's County Fairgrounds Auditorium","Leonardtown","USA","Moss Icon",199,NA,38.2737954,-76.607504
"leonardtown-md-usa-70288","<a href='https://www.dischord.com/fugazi_live_series/leonardtown-md-usa-70288' target='_blank'>leonardtown-md-usa-70288</a>",1988,"1988 Summer/Fall Regional Dates",1988-07-02,"St. Mary's County Fairgrounds Auditorium","Leonardtown","USA","The Hated",199,NA,38.2737954,-76.607504
"leuven-belgium-51895","<a href='https://www.dischord.com/fugazi_live_series/leuven-belgium-51895' target='_blank'>leuven-belgium-51895</a>",1995,"1995 Spring/Summer European Tour",1995-05-18,"Lido","Leuven","Belgium","God Is My Co-Pilot",850,"Good",50.8783879,4.709253
"lexington-ky-usa-60991","<a href='https://www.dischord.com/fugazi_live_series/lexington-ky-usa-60991' target='_blank'>lexington-ky-usa-60991</a>",1991,"1991 Spring USA Tour",1991-06-09,"Wrocklage","Lexington","USA","Loophole",300,"Poor",38.049435,-84.49871
"lexington-ky-usa-60991","<a href='https://www.dischord.com/fugazi_live_series/lexington-ky-usa-60991' target='_blank'>lexington-ky-usa-60991</a>",1991,"1991 Spring USA Tour",1991-06-09,"Wrocklage","Lexington","USA","Stranglemartins",300,"Poor",38.049435,-84.49871
"limerick-ireland-102602","<a href='https://www.dischord.com/fugazi_live_series/limerick-ireland-102602' target='_blank'>limerick-ireland-102602</a>",2002,"2002 Fall UK/Ireland Tour",2002-10-26,"Savoy","Limerick","Ireland","Calzino Fiasco",1619,"Good",52.6631293,-8.62919
"lincoln-ne-usa-101895","<a href='https://www.dischord.com/fugazi_live_series/lincoln-ne-usa-101895' target='_blank'>lincoln-ne-usa-101895</a>",1995,"1995 Fall USA/Canada Tour",1995-10-18,"State Fairgrounds Agricultural Hall","Lincoln","USA","Eamon",1300,"Very Good",40.8542709,-96.602088
"lincoln-ne-usa-101895","<a href='https://www.dischord.com/fugazi_live_series/lincoln-ne-usa-101895' target='_blank'>lincoln-ne-usa-101895</a>",1995,"1995 Fall USA/Canada Tour",1995-10-18,"State Fairgrounds Agricultural Hall","Lincoln","USA","Lungfish",1300,"Very Good",40.8542709,-96.602088
"lincoln-ne-usa-41701","<a href='https://www.dischord.com/fugazi_live_series/lincoln-ne-usa-41701' target='_blank'>lincoln-ne-usa-41701</a>",2001,"2001 Spring Western USA Tour",2001-04-17,"Centennial Hall","Lincoln","USA","Her Fly Away Manner",1000,"Very Good",40.8169285,-96.70113
"lincoln-ne-usa-91491","<a href='https://www.dischord.com/fugazi_live_series/lincoln-ne-usa-91491' target='_blank'>lincoln-ne-usa-91491</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-14,"University of Nebraska Centennial Hall","Lincoln","USA","Ritual Device",1000,"Very Good",40.8169285,-96.70113
"lincoln-ne-usa-91491","<a href='https://www.dischord.com/fugazi_live_series/lincoln-ne-usa-91491' target='_blank'>lincoln-ne-usa-91491</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-14,"University of Nebraska Centennial Hall","Lincoln","USA","Sideshow",1000,"Very Good",40.8169285,-96.70113
"lincoln-ne-usa-91491","<a href='https://www.dischord.com/fugazi_live_series/lincoln-ne-usa-91491' target='_blank'>lincoln-ne-usa-91491</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-14,"University of Nebraska Centennial Hall","Lincoln","USA","Vertigo",1000,"Very Good",40.8169285,-96.70113
"lindenhurst-ny-usa-92195","<a href='https://www.dischord.com/fugazi_live_series/lindenhurst-ny-usa-92195' target='_blank'>lindenhurst-ny-usa-92195</a>",1995,"1995 Fall USA/Canada Tour",1995-09-21,"PWAC","Lindenhurst","USA","Suck Pretty",900,"Very Good",40.716804,-73.40138
"linkoping-sweden-100290","<a href='https://www.dischord.com/fugazi_live_series/linkoping-sweden-100290' target='_blank'>linkoping-sweden-100290</a>",1990,"1990 Fall European Tour",1990-10-02,"Rock Lamour","Linkoping","Sweden","Fisheye",110,"Very Good",58.4180661,15.625266
"linz-austria-111088","<a href='https://www.dischord.com/fugazi_live_series/linz-austria-111088' target='_blank'>linz-austria-111088</a>",1988,"1988 Fall European Tour",1988-11-10,"Kapu","Linz","Austria","Target of Demand",199,"Good",48.3007566,14.28212
"lisbon-portugal-53195","<a href='https://www.dischord.com/fugazi_live_series/lisbon-portugal-53195' target='_blank'>lisbon-portugal-53195</a>",1995,"1995 Spring/Summer European Tour",1995-05-31,"Gartejo","Lisbon","Portugal",NA,1280,"Very Good",38.7042177,-9.175597
"lismore-australia-112693","<a href='https://www.dischord.com/fugazi_live_series/lismore-australia-112693' target='_blank'>lismore-australia-112693</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-26,"Italo Club","Lismore","Australia","Headlifter",450,"Very Good",-28.8042002,153.270912
"lismore-australia-112693","<a href='https://www.dischord.com/fugazi_live_series/lismore-australia-112693' target='_blank'>lismore-australia-112693</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-11-26,"Italo Club","Lismore","Australia","Spiderbait",450,"Very Good",-28.8042002,153.270912
"lismore-australia-62397","<a href='https://www.dischord.com/fugazi_live_series/lismore-australia-62397' target='_blank'>lismore-australia-62397</a>",1997,"1997 Summer Australia/New Zealand Tour",1997-06-23,"Lismore Uni","Lismore","Australia",NA,968,"Good",-28.8195944,153.299567
"little-rock-ar-usa-40202","<a href='https://www.dischord.com/fugazi_live_series/little-rock-ar-usa-40202' target='_blank'>little-rock-ar-usa-40202</a>",2002,"2002 Spring Southern USA/Texas Tour",2002-04-02,"Rivermarket Pavillion","Little Rock","USA","Pomo-Christie",1350,"Very Good",34.7476883,-92.266155
"little-rock-ar-usa-50390","<a href='https://www.dischord.com/fugazi_live_series/little-rock-ar-usa-50390' target='_blank'>little-rock-ar-usa-50390</a>",1990,"1990 Spring/Summer USA Tour",1990-05-03,"Mandrake's","Little Rock","USA","Trusty",220,"Very Good",34.7433652,-92.282135
"little-rock-ar-usa-52391","<a href='https://www.dischord.com/fugazi_live_series/little-rock-ar-usa-52391' target='_blank'>little-rock-ar-usa-52391</a>",1991,"1991 Spring USA Tour",1991-05-23,"Vino's","Little Rock","USA","Trusty",283,"Poor",34.7433652,-92.282135
"liverpool-england-112589","<a href='https://www.dischord.com/fugazi_live_series/liverpool-england-112589' target='_blank'>liverpool-england-112589</a>",1989,"1989 Fall European Tour",1989-11-25,"Bluecoat Chamber","Liverpool","England","Can't Decide",500,"Good",53.4041658,-2.98386
"liverpool-england-112589","<a href='https://www.dischord.com/fugazi_live_series/liverpool-england-112589' target='_blank'>liverpool-england-112589</a>",1989,"1989 Fall European Tour",1989-11-25,"Bluecoat Chamber","Liverpool","England","Visions of Change",500,"Good",53.4041658,-2.98386
"liverpool-england-112688","<a href='https://www.dischord.com/fugazi_live_series/liverpool-england-112688' target='_blank'>liverpool-england-112688</a>",1988,"1988 Fall European Tour",1988-11-26,"Planet X","Liverpool","England","Heresy",199,"Good",53.4070167,-2.987817
"liverpool-england-112688","<a href='https://www.dischord.com/fugazi_live_series/liverpool-england-112688' target='_blank'>liverpool-england-112688</a>",1988,"1988 Fall European Tour",1988-11-26,"Planet X","Liverpool","England","Joyce McKinney Experience",199,"Good",53.4070167,-2.987817
"liverpool-england-112688","<a href='https://www.dischord.com/fugazi_live_series/liverpool-england-112688' target='_blank'>liverpool-england-112688</a>",1988,"1988 Fall European Tour",1988-11-26,"Planet X","Liverpool","England","Rose Rose",199,"Good",53.4070167,-2.987817
"liverpool-england-91190","<a href='https://www.dischord.com/fugazi_live_series/liverpool-england-91190' target='_blank'>liverpool-england-91190</a>",1990,"1990 Fall European Tour",1990-09-11,"Liverpool Polytechnic Canteen","Liverpool","England","Drive",380,"Good",53.4065417,-2.975178
"liverpool-england-91190","<a href='https://www.dischord.com/fugazi_live_series/liverpool-england-91190' target='_blank'>liverpool-england-91190</a>",1990,"1990 Fall European Tour",1990-09-11,"Liverpool Polytechnic Canteen","Liverpool","England","HDQ",380,"Good",53.4065417,-2.975178
"ljubljana-slovenia-61092","<a href='https://www.dischord.com/fugazi_live_series/ljubljana-slovenia-61092' target='_blank'>ljubljana-slovenia-61092</a>",1992,"1992 Spring European Tour",1992-06-10,"University Student Bar","Ljubljana","Slovenia","Junkfish",1300,"Good",46.0588535,14.501996
"ljubljana-slovenia-62395","<a href='https://www.dischord.com/fugazi_live_series/ljubljana-slovenia-62395' target='_blank'>ljubljana-slovenia-62395</a>",1995,"1995 Spring/Summer European Tour",1995-06-23,"Sports Hall","Ljubljana","Slovenia",NA,900,"Good",46.0503433,14.532997
"ljubljana-slovenia-92899","<a href='https://www.dischord.com/fugazi_live_series/ljubljana-slovenia-92899' target='_blank'>ljubljana-slovenia-92899</a>",1999,"1999 Fall European Tour",1999-09-28,"Metelkova","Ljubljana","Slovenia","Štirje Pravi Dedci",500,"Good",46.0572838,14.516603
"ljubljana-yugoslavia-102190","<a href='https://www.dischord.com/fugazi_live_series/ljubljana-yugoslavia-102190' target='_blank'>ljubljana-yugoslavia-102190</a>",1990,"1990 Fall European Tour",1990-10-21,"University Student Center","Ljubljana","Yugoslavia","It s Not For Sale",800,"Very Good",46.0588535,14.501996
"ljubljana-yugoslavia-111288","<a href='https://www.dischord.com/fugazi_live_series/ljubljana-yugoslavia-111288' target='_blank'>ljubljana-yugoslavia-111288</a>",1988,"1988 Fall European Tour",1988-11-12,"Menza N","Ljubljana","Yugoslavia",NA,199,NA,46.0564138,14.517249
"london-england-110202","<a href='https://www.dischord.com/fugazi_live_series/london-england-110202' target='_blank'>london-england-110202</a>",2002,"2002 Fall UK/Ireland Tour",2002-11-02,"Forum","London","England","Quickspace",1619,"Good",51.5521681,-0.142131
"london-england-110302","<a href='https://www.dischord.com/fugazi_live_series/london-england-110302' target='_blank'>london-england-110302</a>",2002,"2002 Fall UK/Ireland Tour",2002-11-03,"Forum","London","England","Erase Errata",1619,"Very Good",51.5521681,-0.142131
"london-england-110302","<a href='https://www.dischord.com/fugazi_live_series/london-england-110302' target='_blank'>london-england-110302</a>",2002,"2002 Fall UK/Ireland Tour",2002-11-03,"Forum","London","England","Q and Not U",1619,"Very Good",51.5521681,-0.142131
"london-england-110402","<a href='https://www.dischord.com/fugazi_live_series/london-england-110402' target='_blank'>london-england-110402</a>",2002,"2002 Fall UK/Ireland Tour",2002-11-04,"Forum","London","England","Buff Medways",1619,"Very Good",51.5521681,-0.142131
"london-england-110402","<a href='https://www.dischord.com/fugazi_live_series/london-england-110402' target='_blank'>london-england-110402</a>",2002,"2002 Fall UK/Ireland Tour",2002-11-04,"Forum","London","England","Winnebago Deal",1619,"Very Good",51.5521681,-0.142131
"london-england-112488","<a href='https://www.dischord.com/fugazi_live_series/london-england-112488' target='_blank'>london-england-112488</a>",1988,"1988 Fall European Tour",1988-11-24,"Sir George Robey","London","England","Exit Condition",199,"Poor",51.5631429,-0.107263
"london-england-112488","<a href='https://www.dischord.com/fugazi_live_series/london-england-112488' target='_blank'>london-england-112488</a>",1988,"1988 Fall European Tour",1988-11-24,"Sir George Robey","London","England","Playground",199,"Poor",51.5631429,-0.107263
"london-england-112488","<a href='https://www.dischord.com/fugazi_live_series/london-england-112488' target='_blank'>london-england-112488</a>",1988,"1988 Fall European Tour",1988-11-24,"Sir George Robey","London","England","Sink",199,"Poor",51.5631429,-0.107263
"london-england-112989","<a href='https://www.dischord.com/fugazi_live_series/london-england-112989' target='_blank'>london-england-112989</a>",1989,"1989 Fall European Tour",1989-11-29,"Boston Arms","London","England","Joyce McKinney Exp.",1100,"Very Good",51.5570758,-0.138463
"london-england-112989","<a href='https://www.dischord.com/fugazi_live_series/london-england-112989' target='_blank'>london-england-112989</a>",1989,"1989 Fall European Tour",1989-11-29,"Boston Arms","London","England","Senseless Things",1100,"Very Good",51.5570758,-0.138463
"london-england-120588","<a href='https://www.dischord.com/fugazi_live_series/london-england-120588' target='_blank'>london-england-120588</a>",1988,"1988 Fall European Tour",1988-12-05,"Boston Arms","London","England","Beatnigs",199,"Good",51.5570758,-0.138463
"london-england-120588","<a href='https://www.dischord.com/fugazi_live_series/london-england-120588' target='_blank'>london-england-120588</a>",1988,"1988 Fall European Tour",1988-12-05,"Boston Arms","London","England","God",199,"Good",51.5570758,-0.138463
"london-england-50992","<a href='https://www.dischord.com/fugazi_live_series/london-england-50992' target='_blank'>london-england-50992</a>",1992,"1992 Spring European Tour",1992-05-09,"Brixton Academy","London","England","Jesus Lizard",4000,"Excellent",51.4656331,-0.114945
"london-england-50992","<a href='https://www.dischord.com/fugazi_live_series/london-england-50992' target='_blank'>london-england-50992</a>",1992,"1992 Spring European Tour",1992-05-09,"Brixton Academy","London","England","Leatherface",4000,"Excellent",51.4656331,-0.114945
"london-england-50992","<a href='https://www.dischord.com/fugazi_live_series/london-england-50992' target='_blank'>london-england-50992</a>",1992,"1992 Spring European Tour",1992-05-09,"Brixton Academy","London","England","Shudder to Think",4000,"Excellent",51.4656331,-0.114945
"london-england-51395","<a href='https://www.dischord.com/fugazi_live_series/london-england-51395' target='_blank'>london-england-51395</a>",1995,"1995 Spring/Summer European Tour",1995-05-13,"Brixton Academy","London","England","Prophets Of Da City",3500,"Very Good",51.4656331,-0.114945
"london-england-51599","<a href='https://www.dischord.com/fugazi_live_series/london-england-51599' target='_blank'>london-england-51599</a>",1999,"1999 Spring UK/Ireland Tour",1999-05-15,"Rex","London","England","Marine Research",3100,"Good",51.5420297,0.002536
"london-england-51599","<a href='https://www.dischord.com/fugazi_live_series/london-england-51599' target='_blank'>london-england-51599</a>",1999,"1999 Spring UK/Ireland Tour",1999-05-15,"Rex","London","England","Shellac",3100,"Good",51.5420297,0.002536
"london-england-91990","<a href='https://www.dischord.com/fugazi_live_series/london-england-91990' target='_blank'>london-england-91990</a>",1990,"1990 Fall European Tour",1990-09-19,"Kilburn National","London","England","Didgets",2500,"Very Good",51.5425942,-0.19829
"london-england-91990","<a href='https://www.dischord.com/fugazi_live_series/london-england-91990' target='_blank'>london-england-91990</a>",1990,"1990 Fall European Tour",1990-09-19,"Kilburn National","London","England","Silverfish",2500,"Very Good",51.5425942,-0.19829
"londrina-brazil-81397","<a href='https://www.dischord.com/fugazi_live_series/londrina-brazil-81397' target='_blank'>londrina-brazil-81397</a>",1997,"1997 Summer Brazil/S. America Tour",1997-08-13,"Kawale","Londrina","Brazil","Core",700,NA,-23.3018891,-51.1787
"londrina-brazil-81397","<a href='https://www.dischord.com/fugazi_live_series/londrina-brazil-81397' target='_blank'>londrina-brazil-81397</a>",1997,"1997 Summer Brazil/S. America Tour",1997-08-13,"Kawale","Londrina","Brazil","Magic Balloon",700,NA,-23.3018891,-51.1787
"long-beach-ca-usa-52188","<a href='https://www.dischord.com/fugazi_live_series/long-beach-ca-usa-52188' target='_blank'>long-beach-ca-usa-52188</a>",1988,"1988 Spring USA Tour",1988-05-21,"Zed Records","Long Beach","USA",NA,20,"Poor",33.7924277,-118.141994
"lorton-va-usa-122690","<a href='https://www.dischord.com/fugazi_live_series/lorton-va-usa-122690' target='_blank'>lorton-va-usa-122690</a>",1990,"1990 Fall/Winter Regional Dates",1990-12-26,"Lorton Correctional Facility","Lorton","USA",NA,100,"Very Good",38.6977776,-77.254567
"los-angeles-ca-usa-110895","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-110895' target='_blank'>los-angeles-ca-usa-110895</a>",1995,"1995 Fall USA/Canada Tour",1995-11-08,"Shrine Auditorium","Los Angeles","USA","Dub Narcotic",2200,"Good",34.0239858,-118.281271
"los-angeles-ca-usa-110895","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-110895' target='_blank'>los-angeles-ca-usa-110895</a>",1995,"1995 Fall USA/Canada Tour",1995-11-08,"Shrine Auditorium","Los Angeles","USA","The Warmers",2200,"Good",34.0239858,-118.281271
"los-angeles-ca-usa-110995","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-110995' target='_blank'>los-angeles-ca-usa-110995</a>",1995,"1995 Fall USA/Canada Tour",1995-11-09,"Shrine Auditorium","Los Angeles","USA","Blonde Redhead",3400,"Very Good",34.0239858,-118.281271
"los-angeles-ca-usa-110995","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-110995' target='_blank'>los-angeles-ca-usa-110995</a>",1995,"1995 Fall USA/Canada Tour",1995-11-09,"Shrine Auditorium","Los Angeles","USA","Unwound",3400,"Very Good",34.0239858,-118.281271
"los-angeles-ca-usa-12492","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-12492' target='_blank'>los-angeles-ca-usa-12492</a>",1992,"1992 Winter/Spring Regional Dates",1992-01-24,"Hollywood Palladium","Los Angeles","USA","L7",4000,"Good",34.098496,-118.324278
"los-angeles-ca-usa-12492","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-12492' target='_blank'>los-angeles-ca-usa-12492</a>",1992,"1992 Winter/Spring Regional Dates",1992-01-24,"Hollywood Palladium","Los Angeles","USA","Lunachicks",4000,"Good",34.098496,-118.324278
"los-angeles-ca-usa-12492","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-12492' target='_blank'>los-angeles-ca-usa-12492</a>",1992,"1992 Winter/Spring Regional Dates",1992-01-24,"Hollywood Palladium","Los Angeles","USA","Pearl Jam",4000,"Good",34.098496,-118.324278
"los-angeles-ca-usa-12492","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-12492' target='_blank'>los-angeles-ca-usa-12492</a>",1992,"1992 Winter/Spring Regional Dates",1992-01-24,"Hollywood Palladium","Los Angeles","USA","Torture Chorus",4000,"Good",34.098496,-118.324278
"los-angeles-ca-usa-12592","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-12592' target='_blank'>los-angeles-ca-usa-12592</a>",1992,"1992 Winter/Spring Regional Dates",1992-01-25,"Hollywood Palladium","Los Angeles","USA","Lunachicks",4000,"Good",34.098496,-118.324278
"los-angeles-ca-usa-12592","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-12592' target='_blank'>los-angeles-ca-usa-12592</a>",1992,"1992 Winter/Spring Regional Dates",1992-01-25,"Hollywood Palladium","Los Angeles","USA","Wool",4000,"Good",34.098496,-118.324278
"los-angeles-ca-usa-30999","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-30999' target='_blank'>los-angeles-ca-usa-30999</a>",1999,"1999 West Coast USA Tour",1999-03-09,"Palace","Los Angeles","USA","Distortion Felix",1136,"Excellent",34.0457263,-118.25235
"los-angeles-ca-usa-30999","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-30999' target='_blank'>los-angeles-ca-usa-30999</a>",1999,"1999 West Coast USA Tour",1999-03-09,"Palace","Los Angeles","USA","Godzik Pink",1136,"Excellent",34.0457263,-118.25235
"los-angeles-ca-usa-31099","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-31099' target='_blank'>los-angeles-ca-usa-31099</a>",1999,"1999 West Coast USA Tour",1999-03-10,"Palace","Los Angeles","USA","Destroy All Nels Cline",1136,"Excellent",34.0457263,-118.25235
"los-angeles-ca-usa-31099","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-31099' target='_blank'>los-angeles-ca-usa-31099</a>",1999,"1999 West Coast USA Tour",1999-03-10,"Palace","Los Angeles","USA","Goatsnake",1136,"Excellent",34.0457263,-118.25235
"los-angeles-ca-usa-42393","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-42393' target='_blank'>los-angeles-ca-usa-42393</a>",1993,"1993 Spring USA Tour",1993-04-23,"Hollywood Palladium","Los Angeles","USA","Fluf",3300,"Good",34.098496,-118.324278
"los-angeles-ca-usa-42393","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-42393' target='_blank'>los-angeles-ca-usa-42393</a>",1993,"1993 Spring USA Tour",1993-04-23,"Hollywood Palladium","Los Angeles","USA","Truman's Water",3300,"Good",34.098496,-118.324278
"los-angeles-ca-usa-42493","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-42493' target='_blank'>los-angeles-ca-usa-42493</a>",1993,"1993 Spring USA Tour",1993-04-24,"Hollywood Palladium","Los Angeles","USA","Dead Fucking Last",3700,"Very Good",34.098496,-118.324278
"los-angeles-ca-usa-42493","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-42493' target='_blank'>los-angeles-ca-usa-42493</a>",1993,"1993 Spring USA Tour",1993-04-24,"Hollywood Palladium","Los Angeles","USA","Slug",3700,"Very Good",34.098496,-118.324278
"los-angeles-ca-usa-42493","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-42493' target='_blank'>los-angeles-ca-usa-42493</a>",1993,"1993 Spring USA Tour",1993-04-24,"Hollywood Palladium","Los Angeles","USA","Wool",3700,"Very Good",34.098496,-118.324278
"los-angeles-ca-usa-42593","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-42593' target='_blank'>los-angeles-ca-usa-42593</a>",1993,"1993 Spring USA Tour",1993-04-25,"Hollywood Palladium","Los Angeles","USA","Sandy Duncan’s Eye",3900,"Very Good",34.098496,-118.324278
"los-angeles-ca-usa-42593","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-42593' target='_blank'>los-angeles-ca-usa-42593</a>",1993,"1993 Spring USA Tour",1993-04-25,"Hollywood Palladium","Los Angeles","USA","Trashcan School",3900,"Very Good",34.098496,-118.324278
"los-angeles-ca-usa-51889","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-51889' target='_blank'>los-angeles-ca-usa-51889</a>",1989,"1989 Spring USA Tour",1989-05-18,"Anti-Club","Los Angeles","USA","Pitchfork",375,"Good",34.0832538,-118.30214
"los-angeles-ca-usa-51889","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-51889' target='_blank'>los-angeles-ca-usa-51889</a>",1989,"1989 Spring USA Tour",1989-05-18,"Anti-Club","Los Angeles","USA","Reason to Believe",375,"Good",34.0832538,-118.30214
"los-angeles-ca-usa-90891","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-90891' target='_blank'>los-angeles-ca-usa-90891</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-08,"Hollywood Palladium","Los Angeles","USA","411",3800,"Good",34.098496,-118.324278
"los-angeles-ca-usa-90891","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-90891' target='_blank'>los-angeles-ca-usa-90891</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-08,"Hollywood Palladium","Los Angeles","USA","The Offspring",3800,"Good",34.098496,-118.324278
"los-angeles-ca-usa-palace-3899","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-palace-3899' target='_blank'>los-angeles-ca-usa-palace-3899</a>",1999,"1999 West Coast USA Tour",1999-03-08,"Palace","Los Angeles","USA","Bluebird",1136,"Excellent",34.0457263,-118.25235
"los-angeles-ca-usa-palace-3899","<a href='https://www.dischord.com/fugazi_live_series/los-angeles-ca-usa-palace-3899' target='_blank'>los-angeles-ca-usa-palace-3899</a>",1999,"1999 West Coast USA Tour",1999-03-08,"Palace","Los Angeles","USA","Paper Lantern",1136,"Excellent",34.0457263,-118.25235
"louisville-ky-usa-100795","<a href='https://www.dischord.com/fugazi_live_series/louisville-ky-usa-100795' target='_blank'>louisville-ky-usa-100795</a>",1995,"1995 Fall USA/Canada Tour",1995-10-07,"Brewery","Louisville","USA","Branch Manager",1300,"Excellent",38.2482797,-85.730726
