"gid","fls_link","year","tour","date","venue","city","country","played_with","attendance","sound_quality","latitude","longitude"
"dublin-ireland-51095","<a href='https://www.dischord.com/fugazi_live_series/dublin-ireland-51095' target='_blank'>dublin-ireland-51095</a>",1995,"1995 Spring/Summer European Tour",1995-05-10,"Ormond Center","Dublin","Ireland",NA,1000,"Good",53.3463585,-6.265855
"dublin-ireland-51192","<a href='https://www.dischord.com/fugazi_live_series/dublin-ireland-51192' target='_blank'>dublin-ireland-51192</a>",1992,"1992 Spring European Tour",1992-05-11,"SFX","Dublin","Ireland","Chumbawamba",1300,"Very Good",53.3605618,-6.25762
"dublin-ireland-51192","<a href='https://www.dischord.com/fugazi_live_series/dublin-ireland-51192' target='_blank'>dublin-ireland-51192</a>",1992,"1992 Spring European Tour",1992-05-11,"SFX","Dublin","Ireland","In Motion",1300,"Very Good",53.3605618,-6.25762
"dublin-ireland-91790","<a href='https://www.dischord.com/fugazi_live_series/dublin-ireland-91790' target='_blank'>dublin-ireland-91790</a>",1990,"1990 Fall European Tour",1990-09-17,"McGonagles","Dublin","Ireland","Rhythmites",800,"Good",53.3409553,-6.258767
"dublin-ireland-91790","<a href='https://www.dischord.com/fugazi_live_series/dublin-ireland-91790' target='_blank'>dublin-ireland-91790</a>",1990,"1990 Fall European Tour",1990-09-17,"McGonagles","Dublin","Ireland","Therapy?",800,"Good",53.3409553,-6.258767
"dunedin-new-zealand-120993","<a href='https://www.dischord.com/fugazi_live_series/dunedin-new-zealand-120993' target='_blank'>dunedin-new-zealand-120993</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-12-09,"Sammy's","Dunedin","New Zealand","Kid Eternity",550,"Very Good",-45.8802642,170.50244
"dunedin-new-zealand-120993","<a href='https://www.dischord.com/fugazi_live_series/dunedin-new-zealand-120993' target='_blank'>dunedin-new-zealand-120993</a>",1993,"1993 Japan/Australia/New Zealand Tour",1993-12-09,"Sammy's","Dunedin","New Zealand","Swarm",550,"Very Good",-45.8802642,170.50244
"dunedin-new-zealand-70197","<a href='https://www.dischord.com/fugazi_live_series/dunedin-new-zealand-70197' target='_blank'>dunedin-new-zealand-70197</a>",1997,"1997 Summer Australia/New Zealand Tour",1997-07-01,"Room","Dunedin","New Zealand",NA,968,"Very Good",-45.8756827,170.503651
"durham-nh-usa-50497","<a href='https://www.dischord.com/fugazi_live_series/durham-nh-usa-50497' target='_blank'>durham-nh-usa-50497</a>",1997,"1997 East Coast USA Tour",1997-05-04,"University of New Hampshire M.U.B.","Durham","USA","Branch Manager",900,"Very Good",43.1340422,-70.930152
"dusseldorf-germany-110188","<a href='https://www.dischord.com/fugazi_live_series/dusseldorf-germany-110188' target='_blank'>dusseldorf-germany-110188</a>",1988,"1988 Fall European Tour",1988-11-01,"AK47","Dusseldorf","Germany","Billy & the Willies",199,NA,51.219203,6.809509
"east-lansing-mi-12088","<a href='https://www.dischord.com/fugazi_live_series/east-lansing-mi-12088' target='_blank'>east-lansing-mi-12088</a>",1988,"1988 Winter Michigan Dates",1988-01-20,"Matt Kelly's Basement","Lansing","USA","Lowly Cows",199,NA,42.7106863,-84.570765
"eau-claire-wi-usa-111498","<a href='https://www.dischord.com/fugazi_live_series/eau-claire-wi-usa-111498' target='_blank'>eau-claire-wi-usa-111498</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-14,"University of Wisconsin, Fire Room","Eau Claire","USA","Planet Vinyl",900,"Good",44.7985941,-91.500235
"eau-claire-wi-usa-111498","<a href='https://www.dischord.com/fugazi_live_series/eau-claire-wi-usa-111498' target='_blank'>eau-claire-wi-usa-111498</a>",1998,"1998 Fall Mid-West USA Tour",1998-11-14,"University of Wisconsin, Fire Room","Eau Claire","USA","Poster Children",900,"Good",44.7985941,-91.500235
"edinburgh-scotland-50399","<a href='https://www.dischord.com/fugazi_live_series/edinburgh-scotland-50399' target='_blank'>edinburgh-scotland-50399</a>",1999,"1999 Spring UK/Ireland Tour",1999-05-03,"Liquid Room","Edinburgh","Scotland","Macrocosmica",500,"Good",55.9484736,-3.193651
"edinburgh-scotland-50399","<a href='https://www.dischord.com/fugazi_live_series/edinburgh-scotland-50399' target='_blank'>edinburgh-scotland-50399</a>",1999,"1999 Spring UK/Ireland Tour",1999-05-03,"Liquid Room","Edinburgh","Scotland","Pilotcan",500,"Good",55.9484736,-3.193651
"edinburgh-scotland-91590","<a href='https://www.dischord.com/fugazi_live_series/edinburgh-scotland-91590' target='_blank'>edinburgh-scotland-91590</a>",1990,"1990 Fall European Tour",1990-09-15,"Calton Studios","Edinburgh","Scotland","Dr. Phibes and the House of Wax Equations",700,"Very Good",55.9526116,-3.179312
"edmond-ok-usa-53091","<a href='https://www.dischord.com/fugazi_live_series/edmond-ok-usa-53091' target='_blank'>edmond-ok-usa-53091</a>",1991,"1991 Spring USA Tour",1991-05-30,"Edmond Historical Society Preservation Hall","Edmond","USA","Angry Son",600,"Very Good",35.6500656,-97.478659
"edmond-ok-usa-53091","<a href='https://www.dischord.com/fugazi_live_series/edmond-ok-usa-53091' target='_blank'>edmond-ok-usa-53091</a>",1991,"1991 Spring USA Tour",1991-05-30,"Edmond Historical Society Preservation Hall","Edmond","USA","For Love Not Lisa",600,"Very Good",35.6500656,-97.478659
"edmonton-ab-canada-70201","<a href='https://www.dischord.com/fugazi_live_series/edmonton-ab-canada-70201' target='_blank'>edmonton-ab-canada-70201</a>",2001,"2001 Summer Mid-West/Canada Tour",2001-07-02,"Polish Hall","Edmonton","Canada","Parkade",1000,"Very Good",53.5563424,-113.500007
"eindhoven-netherlands-101988","<a href='https://www.dischord.com/fugazi_live_series/eindhoven-netherlands-101988' target='_blank'>eindhoven-netherlands-101988</a>",1988,"1988 Fall European Tour",1988-10-19,"Bunker","Eindhoven","Netherlands","Vernon Walters",199,NA,51.4469876,5.479789
"eindhoven-netherlands-120889","<a href='https://www.dischord.com/fugazi_live_series/eindhoven-netherlands-120889' target='_blank'>eindhoven-netherlands-120889</a>",1989,"1989 Fall European Tour",1989-12-08,"Effenaar","Eindhoven","Netherlands","All",452,"Good",51.4416551,5.483291
"eindhoven-netherlands-120889","<a href='https://www.dischord.com/fugazi_live_series/eindhoven-netherlands-120889' target='_blank'>eindhoven-netherlands-120889</a>",1989,"1989 Fall European Tour",1989-12-08,"Effenaar","Eindhoven","Netherlands","Visions of Change",452,"Good",51.4416551,5.483291
"eindhoven-netherlands-121688","<a href='https://www.dischord.com/fugazi_live_series/eindhoven-netherlands-121688' target='_blank'>eindhoven-netherlands-121688</a>",1988,"1988 Fall European Tour",1988-12-16,"Effenaar","Eindhoven","Netherlands","Beatnigs",199,NA,51.4416551,5.483291
"eindhoven-netherlands-50495","<a href='https://www.dischord.com/fugazi_live_series/eindhoven-netherlands-50495' target='_blank'>eindhoven-netherlands-50495</a>",1995,"1995 Spring/Summer European Tour",1995-05-04,"Effenaar","Eindhoven","Netherlands","Zool",1000,"Excellent",51.4416551,5.483291
"eindhoven-netherlands-90590","<a href='https://www.dischord.com/fugazi_live_series/eindhoven-netherlands-90590' target='_blank'>eindhoven-netherlands-90590</a>",1990,"1990 Fall European Tour",1990-09-05,"Effenaar","Eindhoven","Netherlands","Thatcher on Acid",700,"Good",51.4416551,5.483291
"el-paso-tx-usa-111495","<a href='https://www.dischord.com/fugazi_live_series/el-paso-tx-usa-111495' target='_blank'>el-paso-tx-usa-111495</a>",1995,"1995 Fall USA/Canada Tour",1995-11-14,"Metropolis","El Paso","USA","Blonde Redhead",861,"Good",31.7469212,-106.32012
"el-paso-tx-usa-111495","<a href='https://www.dischord.com/fugazi_live_series/el-paso-tx-usa-111495' target='_blank'>el-paso-tx-usa-111495</a>",1995,"1995 Fall USA/Canada Tour",1995-11-14,"Metropolis","El Paso","USA","Unwound",861,"Good",31.7469212,-106.32012
"el-paso-tx-usa-40901","<a href='https://www.dischord.com/fugazi_live_series/el-paso-tx-usa-40901' target='_blank'>el-paso-tx-usa-40901</a>",2001,"2001 Spring Western USA Tour",2001-04-09,"E9","El Paso","USA","Defacto",990,"Good",31.7569872,-106.494105
"el-paso-tx-usa-41993","<a href='https://www.dischord.com/fugazi_live_series/el-paso-tx-usa-41993' target='_blank'>el-paso-tx-usa-41993</a>",1993,"1993 Spring USA Tour",1993-04-19,"Club 101","El Paso","USA","Spin Drifters",700,"Good",31.7595351,-106.486737
"el-paso-tx-usa-41993","<a href='https://www.dischord.com/fugazi_live_series/el-paso-tx-usa-41993' target='_blank'>el-paso-tx-usa-41993</a>",1993,"1993 Spring USA Tour",1993-04-19,"Club 101","El Paso","USA","Spoke Poker",700,"Good",31.7595351,-106.486737
"encinitas-ca-usa-51590","<a href='https://www.dischord.com/fugazi_live_series/encinitas-ca-usa-51590' target='_blank'>encinitas-ca-usa-51590</a>",1990,"1990 Spring/Summer USA Tour",1990-05-15,"La Paloma Theater","Encinitas","USA","Fishwife",500,"Poor",33.046375,-117.293625
"encinitas-ca-usa-51590","<a href='https://www.dischord.com/fugazi_live_series/encinitas-ca-usa-51590' target='_blank'>encinitas-ca-usa-51590</a>",1990,"1990 Spring/Summer USA Tour",1990-05-15,"La Paloma Theater","Encinitas","USA","Pitchfork",500,"Poor",33.046375,-117.293625
"enschede-netherlands-90690","<a href='https://www.dischord.com/fugazi_live_series/enschede-netherlands-90690' target='_blank'>enschede-netherlands-90690</a>",1990,"1990 Fall European Tour",1990-09-06,"Agoara University","Enschede","Netherlands","Thatcher on Acid",400,"Good",52.2433694,6.853513
"eugene-or-usa-50493","<a href='https://www.dischord.com/fugazi_live_series/eugene-or-usa-50493' target='_blank'>eugene-or-usa-50493</a>",1993,"1993 Spring USA Tour",1993-05-04,"W.O.W. Hall","Eugene","USA","Oswald 5-0",400,"Poor",44.0511031,-123.097074
"eugene-or-usa-52690","<a href='https://www.dischord.com/fugazi_live_series/eugene-or-usa-52690' target='_blank'>eugene-or-usa-52690</a>",1990,"1990 Spring/Summer USA Tour",1990-05-26,"W.O.W. Hall","Eugene","USA","Beat Happening",550,"Good",44.0511031,-123.097074
"eugene-or-usa-52690","<a href='https://www.dischord.com/fugazi_live_series/eugene-or-usa-52690' target='_blank'>eugene-or-usa-52690</a>",1990,"1990 Spring/Summer USA Tour",1990-05-26,"W.O.W. Hall","Eugene","USA","Calamity Jane",550,"Good",44.0511031,-123.097074
"eureka-ca-usa-52590","<a href='https://www.dischord.com/fugazi_live_series/eureka-ca-usa-52590' target='_blank'>eureka-ca-usa-52590</a>",1990,"1990 Spring/Summer USA Tour",1990-05-25,"National Guard Armory","Eureka","USA","Beat Happening",250,"Poor",40.7764295,-124.143904
"exeter-england-102102","<a href='https://www.dischord.com/fugazi_live_series/exeter-england-102102' target='_blank'>exeter-england-102102</a>",2002,"2002 Fall UK/Ireland Tour",2002-10-21,"University Lemon Grove","Exeter","England","Once Over Twice",1619,"Very Good",50.7348571,-3.529731
"exeter-england-111689","<a href='https://www.dischord.com/fugazi_live_series/exeter-england-111689' target='_blank'>exeter-england-111689</a>",1989,"1989 Fall European Tour",1989-11-16,"Exeter University","Exeter","England","Mad at the Sun",250,"Poor",50.7348571,-3.529731
"exeter-england-111689","<a href='https://www.dischord.com/fugazi_live_series/exeter-england-111689' target='_blank'>exeter-england-111689</a>",1989,"1989 Fall European Tour",1989-11-16,"Exeter University","Exeter","England","Perfect Daze",250,"Poor",50.7348571,-3.529731
"fairfax-va-usa-120498","<a href='https://www.dischord.com/fugazi_live_series/fairfax-va-usa-120498' target='_blank'>fairfax-va-usa-120498</a>",1998,"1998 Fall/Winter Regional Dates",1998-12-04,"George Mason University Johnson Center","Fairfax","USA","Most Secret Method",1000,"Very Good",38.8300726,-77.307762
"fairfax-va-usa-120498","<a href='https://www.dischord.com/fugazi_live_series/fairfax-va-usa-120498' target='_blank'>fairfax-va-usa-120498</a>",1998,"1998 Fall/Winter Regional Dates",1998-12-04,"George Mason University Johnson Center","Fairfax","USA","Princessed",1000,"Very Good",38.8300726,-77.307762
"fargo-nd-usa-62801","<a href='https://www.dischord.com/fugazi_live_series/fargo-nd-usa-62801' target='_blank'>fargo-nd-usa-62801</a>",2001,"2001 Summer Mid-West/Canada Tour",2001-06-28,"Playmaker's Pavillion","Fargo","USA","Refined",975,"Very Good",46.8661266,-96.821655
"fargo-nd-usa-81391","<a href='https://www.dischord.com/fugazi_live_series/fargo-nd-usa-81391' target='_blank'>fargo-nd-usa-81391</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-13,"Elks Lodge","Fargo","USA","Nation of Ulysses",550,"Good",46.9220089,-96.785816
"fargo-nd-usa-81391","<a href='https://www.dischord.com/fugazi_live_series/fargo-nd-usa-81391' target='_blank'>fargo-nd-usa-81391</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-13,"Elks Lodge","Fargo","USA","Watermelon Sandwich",550,"Good",46.9220089,-96.785816
"fayetteville-ar-usa-60191","<a href='https://www.dischord.com/fugazi_live_series/fayetteville-ar-usa-60191' target='_blank'>fayetteville-ar-usa-60191</a>",1991,"1991 Spring USA Tour",1991-06-01,"Studio 225","Fayetteville","USA","Trustee",300,"Poor",36.0657152,-94.166704
"fayetteville-ar-usa-61290","<a href='https://www.dischord.com/fugazi_live_series/fayetteville-ar-usa-61290' target='_blank'>fayetteville-ar-usa-61290</a>",1990,"1990 Spring/Summer USA Tour",1990-06-12,"Studio 225","Fayetteville","USA","Faith Dealers",250,"Good",36.0657152,-94.166704
"fitchburg-ma-usa-91793","<a href='https://www.dischord.com/fugazi_live_series/fitchburg-ma-usa-91793' target='_blank'>fitchburg-ma-usa-91793</a>",1993,"1993 Fall USA/Canada Tour",1993-09-17,"Wallace Civic Center","Fitchburg","USA","Sam Black Church",3200,"Good",42.5948996,-71.784469
"fitchburg-ma-usa-91793","<a href='https://www.dischord.com/fugazi_live_series/fitchburg-ma-usa-91793' target='_blank'>fitchburg-ma-usa-91793</a>",1993,"1993 Fall USA/Canada Tour",1993-09-17,"Wallace Civic Center","Fitchburg","USA","Shudder to Think",3200,"Good",42.5948996,-71.784469
"flint-mi-usa-12188","<a href='https://www.dischord.com/fugazi_live_series/flint-mi-usa-12188' target='_blank'>flint-mi-usa-12188</a>",1988,"1988 Winter Michigan Dates",1988-01-21,"Fallout Shelter, Capitol Theatre","Flint","USA","Political Silence",199,"Poor",43.0154317,-83.688955
"flint-mi-usa-12188","<a href='https://www.dischord.com/fugazi_live_series/flint-mi-usa-12188' target='_blank'>flint-mi-usa-12188</a>",1988,"1988 Winter Michigan Dates",1988-01-21,"Fallout Shelter, Capitol Theatre","Flint","USA","Smashed",199,"Poor",43.0154317,-83.688955
"flint-mi-usa-62190","<a href='https://www.dischord.com/fugazi_live_series/flint-mi-usa-62190' target='_blank'>flint-mi-usa-62190</a>",1990,"1990 Spring/Summer USA Tour",1990-06-21,"Capitol Theater","Flint","USA","Jawbox",400,"Good",43.0154317,-83.688955
"flint-mi-usa-62190","<a href='https://www.dischord.com/fugazi_live_series/flint-mi-usa-62190' target='_blank'>flint-mi-usa-62190</a>",1990,"1990 Spring/Summer USA Tour",1990-06-21,"Capitol Theater","Flint","USA","Mondocane",400,"Good",43.0154317,-83.688955
"florence-italy-100199","<a href='https://www.dischord.com/fugazi_live_series/florence-italy-100199' target='_blank'>florence-italy-100199</a>",1999,"1999 Fall European Tour",1999-10-01,"CPA","Florence","Italy",NA,3000,"Excellent",43.7637303,11.288922
"florence-italy-61495","<a href='https://www.dischord.com/fugazi_live_series/florence-italy-61495' target='_blank'>florence-italy-61495</a>",1995,"1995 Spring/Summer European Tour",1995-06-14,"CPA","Florence","Italy",NA,2000,"Very Good",43.7637303,11.288922
"florence-sc-usa-31390","<a href='https://www.dischord.com/fugazi_live_series/florence-sc-usa-31390' target='_blank'>florence-sc-usa-31390</a>",1990,"1990 Spring Southern USA Tour",1990-03-13,"Forefounders Hall","Florence","USA","Allen Johnson the Soundman",100,"Good",34.1925208,-79.654177
"fort-lauderdale-fl-usa-11800","<a href='https://www.dischord.com/fugazi_live_series/fort-lauderdale-fl-usa-11800' target='_blank'>fort-lauderdale-fl-usa-11800</a>",2000,"2000 Winter Southern USA Tour",2000-01-18,"Chili Pepper","Fort Lauderdale","USA","Faraquet",1200,"Very Good",26.121094,-80.14616
"fort-lauderdale-fl-usa-21493","<a href='https://www.dischord.com/fugazi_live_series/fort-lauderdale-fl-usa-21493' target='_blank'>fort-lauderdale-fl-usa-21493</a>",1993,"1993 Winter Southern USA Tour",1993-02-14,"Edge","Fort Lauderdale","USA","Pontius Pilate",1650,"Very Good",26.121358,-80.146197
"fort-lauderdale-fl-usa-21493","<a href='https://www.dischord.com/fugazi_live_series/fort-lauderdale-fl-usa-21493' target='_blank'>fort-lauderdale-fl-usa-21493</a>",1993,"1993 Winter Southern USA Tour",1993-02-14,"Edge","Fort Lauderdale","USA","Shudder to Think",1650,"Very Good",26.121358,-80.146197
"fort-lauderdale-fl-usa-40296","<a href='https://www.dischord.com/fugazi_live_series/fort-lauderdale-fl-usa-40296' target='_blank'>fort-lauderdale-fl-usa-40296</a>",1996,"1996 Southern USA Tour",1996-04-02,"Edge","Fort Lauderdale","USA","Branch Manager",1700,"Very Good",26.121358,-80.146197
"fort-lauderdale-fl-usa-40296","<a href='https://www.dischord.com/fugazi_live_series/fort-lauderdale-fl-usa-40296' target='_blank'>fort-lauderdale-fl-usa-40296</a>",1996,"1996 Southern USA Tour",1996-04-02,"Edge","Fort Lauderdale","USA","Glorium",1700,"Very Good",26.121358,-80.146197
"fort-worth-tx-usa-40102","<a href='https://www.dischord.com/fugazi_live_series/fort-worth-tx-usa-40102' target='_blank'>fort-worth-tx-usa-40102</a>",2002,"2002 Spring Southern USA/Texas Tour",2002-04-01,"Ridglea Theater","Fort Worth","USA","Sub Oslo",1350,"Very Good",32.7287826,-97.414576
"fortworth-tx-usa-51189","<a href='https://www.dischord.com/fugazi_live_series/fortworth-tx-usa-51189' target='_blank'>fortworth-tx-usa-51189</a>",1989,"1989 Spring USA Tour",1989-05-11,"Axis","Fort Worth","USA","Burning Temple",250,"Good",32.7307225,-97.325687
"fortworth-tx-usa-51189","<a href='https://www.dischord.com/fugazi_live_series/fortworth-tx-usa-51189' target='_blank'>fortworth-tx-usa-51189</a>",1989,"1989 Spring USA Tour",1989-05-11,"Axis","Fort Worth","USA","Toadies",250,"Good",32.7307225,-97.325687
"frankfurt-germany-61992","<a href='https://www.dischord.com/fugazi_live_series/frankfurt-germany-61992' target='_blank'>frankfurt-germany-61992</a>",1992,"1992 Spring European Tour",1992-06-19,"Hugenotten Halle","Frankfurt","Germany","No Twist",1500,"Good",50.0498328,8.696354
